Variete,Temp_Air_Moy,Temp_Sol,Humidite_Sol,N,P,K,Prevision_Gelee,Indice_Succes
Cerise,19.8,26.6,68,98,70,151,0,74
Noire de Crimée,23.0,25.9,79,109,99,158,0,59
Marmande,21.2,22.4,58,112,83,162,0,51
Noire de Crimée,20.6,23.3,63,136,81,165,0,53
Cœur de Bœuf,22.6,20.7,83,108,80,139,1,74
Cerise,19.3,21.6,40,126,65,167,1,65
Cœur de Bœuf,27.3,26.0,75,134,73,150,0,89
Marmande,26.7,27.0,62,93,68,160,0,93
Cœur de Bœuf,25.1,25.5,52,102,94,164,0,54
Cœur de Bœuf,19.1,23.2,69,127,95,132,0,72
Marmande,25.8,19.8,88,101,84,148,1,69
Noire de Crimée,26.1,19.5,76,98,74,151,1,52
Cœur de Bœuf,25.7,22.4,50,104,87,149,0,50
Noire de Crimée,19.1,23.2,46,110,73,165,1,95
Cœur de Bœuf,24.4,24.5,74,104,72,148,0,74
Noire de Crimée,26.3,19.1,50,138,90,133,0,65
Marmande,23.8,27.9,88,94,64,161,1,90
Cœur de Bœuf,24.5,22.3,82,94,78,137,1,54
Marmande,22.6,26.6,86,114,67,155,1,85
Cœur de Bœuf,23.3,23.8,79,113,72,130,0,55
Marmande,18.3,20.2,87,126,76,155,0,61
Marmande,24.4,26.2,60,120,91,138,0,95
Cœur de Bœuf,18.8,25.4,86,135,64,164,1,72
Cœur de Bœuf,22.4,23.7,42,123,68,147,1,95
Cœur de Bœuf,20.9,23.6,69,130,93,148,1,87
Cerise,23.5,19.8,63,103,60,145,0,54
Noire de Crimée,19.3,24.9,77,116,99,157,1,51
Cerise,24.9,27.2,42,136,74,132,1,52
Cerise,26.0,19.8,76,93,91,147,0,90
Marmande,19.6,21.4,72,112,93,142,0,56
Cœur de Bœuf,19.0,27.1,61,127,94,156,0,75
Noire de Crimée,19.5,21.6,70,135,87,169,0,61
Marmande,26.8,24.9,85,94,76,168,1,99
Cerise,23.3,23.8,51,116,70,153,0,94
Cœur de Bœuf,22.7,24.4,84,132,82,158,0,50
Marmande,19.1,22.7,53,103,85,151,0,50
Cœur de Bœuf,24.5,21.7,51,96,64,155,0,82
Marmande,26.7,19.4,66,135,85,149,0,88
Cœur de Bœuf,26.3,25.7,52,134,65,153,0,58
Cerise,24.3,25.7,63,107,93,141,1,50
Noire de Crimée,18.8,25.0,77,121,72,147,0,64
Cerise,19.1,24.8,86,91,84,141,1,74
Noire de Crimée,18.5,21.2,87,130,61,167,0,93
Cœur de Bœuf,20.6,19.2,48,132,73,161,0,85
Marmande,19.4,26.3,47,109,76,152,0,59
Cerise,20.6,23.4,76,118,99,133,0,99
Noire de Crimée,21.9,21.8,54,132,99,141,0,80
Cerise,27.4,19.9,46,115,98,146,0,69
Noire de Crimée,24.1,19.6,63,127,84,150,0,54
Cerise,26.3,22.1,88,90,86,166,0,77
Noire de Crimée,25.1,26.2,55,94,83,158,0,83
Noire de Crimée,19.1,27.3,63,103,92,135,0,88
Cœur de Bœuf,25.4,27.1,82,114,86,157,0,87
Noire de Crimée,20.8,27.3,46,137,90,137,1,65
Cœur de Bœuf,24.4,27.2,82,98,97,160,0,64
Noire de Crimée,21.4,23.7,67,119,74,149,0,90
Marmande,28.0,21.0,41,108,99,145,0,88
Marmande,20.6,26.2,73,129,60,142,1,91
Marmande,20.8,20.9,77,97,70,144,0,75
Noire de Crimée,27.3,21.4,42,105,74,142,0,79
Cœur de Bœuf,18.2,21.1,40,139,92,131,1,51
Cœur de Bœuf,25.0,23.6,70,97,91,149,1,52
Noire de Crimée,25.3,21.9,62,112,84,157,0,68
Marmande,26.4,20.4,59,98,98,147,0,73
Marmande,27.7,23.1,55,121,92,136,1,52
Cœur de Bœuf,27.8,26.9,85,126,88,150,0,89
Marmande,18.7,24.1,71,123,93,168,0,54
Cerise,26.2,26.9,56,135,67,138,1,81
Cœur de Bœuf,24.5,20.8,57,107,70,139,1,80
Marmande,24.5,20.5,43,134,72,160,0,61
Cœur de Bœuf,19.3,24.2,74,133,64,142,0,92
Cerise,24.5,23.2,79,104,78,134,0,85
Cœur de Bœuf,27.8,24.9,75,104,80,169,0,85
Cœur de Bœuf,27.1,26.2,62,118,62,167,0,80
Cœur de Bœuf,22.4,25.8,54,112,85,165,1,82
Cœur de Bœuf,18.4,27.5,52,112,92,131,0,56
Cerise,21.6,22.6,53,90,89,135,0,75
Noire de Crimée,26.3,20.9,53,111,81,142,0,75
Cœur de Bœuf,25.0,24.0,76,96,64,158,0,69
Cœur de Bœuf,22.6,20.0,44,134,78,143,0,83
Marmande,18.6,21.6,61,121,68,159,0,82
Cœur de Bœuf,22.3,20.9,67,117,83,154,0,68
Marmande,22.7,22.6,84,139,98,169,0,66
Noire de Crimée,27.3,20.0,43,121,71,164,1,92
Cerise,24.4,19.3,89,122,86,166,0,86
Cerise,21.1,24.9,77,132,80,136,1,55
Noire de Crimée,23.3,24.5,68,102,97,167,0,71
Cerise,18.7,25.4,76,117,94,147,0,87
Noire de Crimée,27.7,24.9,74,98,91,137,0,66
Noire de Crimée,21.6,20.0,59,137,95,136,0,69
Noire de Crimée,22.8,21.6,74,132,92,163,0,91
Cerise,21.6,20.2,74,92,76,165,0,91
Marmande,24.8,26.6,59,106,64,139,0,90
Noire de Crimée,24.6,25.7,41,123,79,169,0,75
Cœur de Bœuf,25.2,20.8,57,121,82,158,1,77
Cerise,20.7,22.1,69,98,98,145,0,99
Noire de Crimée,21.2,27.7,81,130,63,154,1,94
Noire de Crimée,19.3,24.3,68,137,85,158,1,57
Cœur de Bœuf,24.6,26.2,78,90,89,137,0,92
Marmande,18.4,21.4,61,138,88,149,0,56
Marmande,24.0,20.9,68,131,93,165,0,56
Marmande,26.7,26.1,85,109,69,156,1,78
Noire de Crimée,26.9,25.2,49,94,79,142,0,52
Noire de Crimée,22.5,25.1,59,129,83,155,0,65
Noire de Crimée,22.6,24.0,55,134,93,154,0,62
Cerise,18.8,24.1,45,110,96,157,1,99
Cœur de Bœuf,24.7,25.6,56,94,72,138,0,67
Noire de Crimée,26.2,21.4,45,93,82,155,0,93
Cœur de Bœuf,20.4,22.2,61,97,69,141,1,62
Cœur de Bœuf,22.2,26.8,57,114,81,155,1,80
Marmande,26.4,21.8,71,96,73,151,1,52
Cerise,26.8,23.9,67,126,84,130,0,79
Noire de Crimée,20.4,25.3,81,131,77,141,1,52
Marmande,23.5,28.0,49,121,79,153,1,75
Marmande,19.9,22.9,80,106,87,159,0,51
Noire de Crimée,19.0,22.9,61,117,67,143,0,88
Cœur de Bœuf,27.1,26.6,67,95,64,152,0,83
Marmande,26.2,26.2,54,131,80,131,0,87
Cœur de Bœuf,25.6,25.6,82,137,79,132,1,62
Cerise,18.5,23.2,68,131,75,135,1,60
Cœur de Bœuf,26.4,21.9,46,125,79,148,1,86
Cerise,22.4,24.5,89,91,84,150,0,56
Cœur de Bœuf,21.4,26.9,73,120,66,149,1,92
Marmande,23.5,27.0,71,90,84,150,1,76
Marmande,18.9,20.0,41,92,95,169,0,56
Cerise,25.6,22.9,65,102,69,133,1,57
Noire de Crimée,23.8,23.2,84,120,99,154,1,85
Cerise,19.9,27.8,50,118,75,136,1,91
Cerise,19.9,25.1,64,133,63,136,0,78
Cœur de Bœuf,19.8,22.7,58,122,69,162,0,70
Cœur de Bœuf,18.6,19.2,59,99,90,155,1,75
Cerise,23.9,24.1,72,127,71,146,0,69
Marmande,26.4,19.9,56,98,79,137,0,78
Cœur de Bœuf,18.2,26.5,69,90,91,155,0,64
Noire de Crimée,18.5,25.8,57,133,61,144,0,72
Cœur de Bœuf,23.7,23.1,71,126,70,149,0,64
Cœur de Bœuf,26.2,22.9,79,121,79,148,1,59
Noire de Crimée,21.3,27.1,84,122,82,136,0,51
Cerise,21.5,21.6,43,91,72,130,0,97
Noire de Crimée,24.0,21.2,71,135,94,168,1,79
Cerise,20.7,27.5,58,91,76,166,1,86
Cerise,18.3,26.3,42,94,69,147,1,76
Cerise,25.4,26.4,77,99,99,137,0,66
Noire de Crimée,24.3,20.8,67,127,97,144,1,52
Cerise,23.8,20.3,77,126,73,135,0,57
Marmande,25.4,19.2,45,91,78,166,0,92
Noire de Crimée,24.8,21.1,79,130,91,151,1,86
Marmande,20.1,26.0,56,131,92,140,0,98
Cerise,21.5,21.2,81,129,84,155,0,53
Cœur de Bœuf,19.3,25.6,44,114,84,137,1,73
Cerise,19.3,21.3,58,127,73,138,0,78
Marmande,24.8,22.6,82,126,97,142,0,57
Marmande,26.6,27.8,81,107,95,132,0,83
Noire de Crimée,27.6,21.2,74,116,83,132,0,97
Cœur de Bœuf,24.3,22.4,61,109,98,136,0,58
Noire de Crimée,19.8,21.7,63,139,98,132,0,66
Marmande,19.1,20.0,49,123,72,140,0,59
Cerise,26.1,23.4,41,133,61,157,0,73
Cœur de Bœuf,23.8,22.4,67,97,93,160,0,94
Cerise,24.2,25.3,80,93,74,138,1,71
Cerise,25.8,26.4,76,119,61,156,0,66
Cœur de Bœuf,25.0,23.9,56,125,84,141,0,80
Noire de Crimée,26.3,19.3,45,98,64,137,0,93
Cerise,18.6,24.6,82,130,93,151,0,58
Marmande,25.5,19.5,44,101,98,147,1,64
Cerise,26.5,24.5,78,103,64,159,1,91
Cœur de Bœuf,20.9,25.2,46,124,67,140,0,79
Cœur de Bœuf,24.4,20.8,71,95,73,131,0,66
Cœur de Bœuf,21.1,26.4,43,136,88,158,0,56
Noire de Crimée,27.6,27.2,60,112,89,155,0,95
Cerise,18.3,26.3,81,93,96,143,0,94
Noire de Crimée,23.8,21.7,71,90,63,157,0,75
Noire de Crimée,19.7,24.3,57,98,94,164,0,51
Cœur de Bœuf,25.1,27.2,72,137,66,135,0,97
Cœur de Bœuf,19.8,21.9,53,98,85,165,1,78
Noire de Crimée,20.4,26.4,45,133,91,141,0,98
Cerise,22.9,19.1,50,135,92,163,0,55
Marmande,27.1,19.0,85,104,83,135,0,82
Noire de Crimée,20.1,25.8,59,113,60,166,0,87
Cerise,19.4,25.9,68,137,88,166,0,50
Cœur de Bœuf,25.6,26.1,74,97,97,137,0,59
Cœur de Bœuf,23.0,27.4,55,117,97,166,1,80
Cerise,27.1,20.1,87,131,80,169,1,73
Marmande,19.5,21.1,46,135,82,162,0,57
Cœur de Bœuf,24.5,27.1,79,106,64,160,0,77
Cœur de Bœuf,20.3,20.6,75,124,89,163,0,77
Cœur de Bœuf,19.6,25.1,83,120,99,140,0,97
Cerise,24.8,23.8,83,93,77,165,0,93
Noire de Crimée,23.9,19.7,70,137,65,133,0,95
Cœur de Bœuf,25.5,21.6,81,103,64,146,1,57
Noire de Crimée,21.1,23.7,83,114,77,145,0,78
Marmande,22.5,26.7,82,135,72,159,0,68
Cœur de Bœuf,22.1,25.4,82,137,79,168,0,78
Cœur de Bœuf,27.8,24.6,86,129,97,134,1,64
Marmande,20.9,23.5,45,139,80,169,0,80
Cœur de Bœuf,20.9,21.7,68,96,63,166,0,54
Noire de Crimée,21.5,20.1,66,120,72,155,0,98
Cerise,23.6,22.7,82,124,77,157,1,77
Noire de Crimée,20.5,19.3,41,127,72,148,1,95
Cerise,27.2,20.9,61,109,72,150,0,64
Cerise,20.7,22.9,48,105,98,157,0,57
Noire de Crimée,27.0,22.8,50,111,96,148,0,85
Noire de Crimée,19.0,19.4,55,125,94,165,1,81
Noire de Crimée,24.6,24.3,84,108,97,140,1,88
Noire de Crimée,27.1,23.9,52,91,99,148,0,88
Marmande,19.7,19.7,57,93,86,134,1,71
Cœur de Bœuf,27.7,27.5,64,123,85,131,1,54
Cerise,22.5,19.9,72,96,71,154,0,59
Noire de Crimée,27.5,26.7,49,136,61,155,0,80
Noire de Crimée,24.8,19.0,69,138,79,159,0,86
Noire de Crimée,21.0,26.9,88,103,94,146,0,72
Marmande,19.9,19.2,40,132,69,150,0,81
Noire de Crimée,21.0,25.8,72,121,67,149,0,73
Noire de Crimée,18.9,22.3,88,106,99,147,0,53
Noire de Crimée,19.4,25.6,54,126,95,145,0,92
Cœur de Bœuf,19.0,22.6,68,103,90,157,1,87
Marmande,22.2,19.6,41,106,74,141,0,64
Noire de Crimée,26.0,25.9,50,121,77,169,1,60
Cerise,19.4,19.6,73,91,74,135,1,74
Cerise,19.3,27.3,80,128,78,153,0,75
Cerise,24.4,19.5,58,93,83,135,0,88
Marmande,20.0,23.3,41,129,94,146,0,86
Marmande,19.0,25.5,87,119,61,148,0,85
Cerise,19.7,22.5,59,119,72,157,0,82
Noire de Crimée,27.2,21.0,80,122,68,158,0,97
Marmande,26.2,25.8,70,131,94,136,1,93
Cerise,21.5,26.1,43,90,61,148,0,69
Cerise,24.6,27.3,68,122,75,137,1,99
Noire de Crimée,23.4,22.4,69,125,95,137,0,83
Cœur de Bœuf,24.8,23.6,52,138,61,134,0,94
Marmande,24.8,22.3,54,120,75,163,0,61
Noire de Crimée,24.3,21.3,59,126,67,150,0,85
Cerise,20.7,25.8,73,103,60,133,0,53
Cerise,18.4,22.1,67,95,77,165,0,62
Noire de Crimée,22.6,22.9,59,96,85,134,0,52
Marmande,26.9,22.6,89,129,64,152,0,66
Cœur de Bœuf,23.7,25.4,64,113,80,148,0,56
Cœur de Bœuf,26.3,27.3,66,139,94,144,1,94
Cerise,27.9,25.0,69,93,99,143,0,96
Marmande,19.6,23.2,80,114,87,137,1,63
Cœur de Bœuf,24.9,26.0,59,92,85,138,0,81
Marmande,24.7,24.8,40,117,91,169,0,97
Marmande,27.8,19.5,74,112,80,140,0,98
Cerise,27.9,19.9,88,125,63,147,0,75
Cœur de Bœuf,24.9,19.3,82,137,95,161,1,80
Noire de Crimée,20.4,23.1,63,102,83,165,0,97
Cerise,26.0,26.4,64,111,92,150,0,80
Cœur de Bœuf,19.1,21.8,79,114,64,156,0,65
Cœur de Bœuf,25.8,22.5,51,132,62,150,0,50
Cœur de Bœuf,27.1,27.2,50,113,70,140,0,95
Cœur de Bœuf,21.8,26.5,69,132,91,163,0,83
Cœur de Bœuf,24.3,25.0,52,126,81,134,0,75
Marmande,22.3,21.4,86,122,70,157,0,79
Cerise,22.4,20.1,64,103,97,139,0,90
Marmande,21.1,19.1,64,113,81,141,0,54
Noire de Crimée,25.6,20.0,56,111,63,132,0,73
Cœur de Bœuf,27.4,21.6,51,126,98,130,1,59
Cerise,27.4,24.0,50,112,62,166,0,87
Cœur de Bœuf,19.7,19.6,49,95,69,169,0,84
Cerise,26.7,20.2,56,108,96,130,1,51
Marmande,25.4,20.6,84,101,78,142,1,78
Cerise,20.5,24.7,55,115,77,167,0,68
Noire de Crimée,18.7,24.5,59,118,87,144,0,87
Noire de Crimée,20.7,24.0,88,103,90,136,1,91
Cerise,27.1,21.3,44,106,76,159,0,99
Cerise,24.3,22.3,80,119,83,153,0,63
Cerise,25.2,19.9,71,96,60,137,0,77
Cerise,20.6,21.0,66,110,64,132,0,83
Noire de Crimée,25.2,27.1,43,90,91,144,1,53
Cœur de Bœuf,18.3,27.8,80,138,76,165,0,96
Cerise,21.8,24.8,87,127,80,143,1,74
Cerise,24.3,27.3,46,93,81,156,0,55
Noire de Crimée,19.5,24.8,85,135,98,159,0,77
Noire de Crimée,26.2,19.3,53,97,98,166,0,87
Marmande,20.4,28.0,78,107,93,135,1,58
Cerise,24.5,19.9,63,134,73,148,1,67
Marmande,22.1,25.1,87,97,75,166,1,80
Noire de Crimée,24.0,21.3,57,120,64,130,0,71
Noire de Crimée,19.1,22.5,77,120,77,154,0,53
Cœur de Bœuf,18.2,24.8,78,117,63,139,1,82
Cerise,27.1,22.9,79,137,87,155,1,85
Marmande,20.7,21.3,40,126,86,152,1,84
Noire de Crimée,26.2,22.0,56,92,65,146,0,62
Noire de Crimée,28.0,22.1,65,134,70,159,1,64
Marmande,20.1,27.6,61,104,80,156,0,82
Cœur de Bœuf,20.7,26.2,78,93,76,140,0,77
Noire de Crimée,24.6,23.1,57,124,90,133,1,97
Cerise,27.7,20.8,77,123,93,147,0,83
Noire de Crimée,27.2,26.3,67,125,72,148,1,87
Cerise,23.0,20.4,60,95,82,165,0,50
Marmande,26.0,20.9,77,93,60,155,0,80
Cerise,19.4,22.3,72,138,63,130,0,98
Marmande,27.8,26.9,69,119,89,149,0,66
Cerise,27.6,20.2,81,128,90,140,1,71
Marmande,19.6,20.1,47,107,75,154,0,81
Cerise,21.0,23.4,69,111,62,148,1,78
Cœur de Bœuf,19.0,21.5,78,99,71,161,0,50
Cerise,20.7,24.1,48,138,71,130,1,97
Cerise,26.2,23.1,72,118,70,130,0,77
Cœur de Bœuf,21.8,22.9,82,112,75,132,0,90
Noire de Crimée,18.9,20.0,68,93,88,169,1,51
Noire de Crimée,21.4,20.3,70,108,80,161,1,74
Cerise,27.8,26.4,42,115,64,165,0,70
Cœur de Bœuf,24.3,27.0,89,96,72,137,1,86
Cerise,22.2,21.1,77,102,76,159,0,75
Marmande,19.7,20.0,50,92,71,168,1,89
Marmande,27.9,19.5,44,129,76,163,0,50
Cerise,26.2,24.5,70,100,60,137,0,81
Noire de Crimée,20.8,25.4,59,105,67,154,1,58
Noire de Crimée,18.7,22.4,43,109,75,155,1,95
Cerise,18.6,25.1,47,112,74,156,0,98
Cerise,19.2,25.4,81,112,78,148,0,54
Marmande,23.8,27.4,74,121,84,152,1,89
Noire de Crimée,27.3,19.6,52,130,90,145,0,66
Cerise,23.0,20.7,88,131,61,137,1,78
Marmande,26.4,19.6,44,127,84,159,0,93
Noire de Crimée,22.5,26.8,79,92,90,137,1,68
Cœur de Bœuf,25.1,26.1,58,97,63,140,1,89
Marmande,25.3,24.2,57,127,63,136,0,78
Noire de Crimée,19.7,19.8,72,129,71,150,1,61
Noire de Crimée,21.6,21.5,43,103,76,163,1,57
Marmande,24.4,21.7,57,97,80,150,0,92
Cœur de Bœuf,18.7,24.0,85,100,88,134,0,92
Marmande,21.6,21.3,63,131,81,146,1,80
Noire de Crimée,23.3,19.7,82,131,95,150,0,64
Cerise,28.0,25.6,68,132,99,135,0,83
Cerise,22.7,21.7,70,122,75,136,1,75
Marmande,26.2,23.1,67,104,74,140,0,84
Noire de Crimée,22.3,20.1,48,126,89,147,1,78
Cerise,26.0,26.2,84,103,70,167,0,82
Noire de Crimée,24.0,24.1,65,115,72,141,0,82
Marmande,26.9,27.1,88,97,82,151,0,85
Cerise,22.1,23.5,86,138,99,132,0,70
Noire de Crimée,24.0,27.5,41,93,93,148,0,79
Cerise,24.3,27.0,45,125,79,152,1,68
Marmande,22.2,24.2,68,107,61,163,1,81
Noire de Crimée,19.4,27.4,65,116,67,132,1,99
Cerise,18.9,21.9,67,108,77,152,0,50
Marmande,18.2,22.3,46,92,66,134,0,82
Cerise,26.7,19.4,73,98,90,158,0,75
Cerise,20.4,24.3,84,128,81,163,0,91
Cœur de Bœuf,20.1,25.5,49,91,87,134,0,94
Cœur de Bœuf,25.4,26.0,87,98,84,158,1,76
Marmande,21.2,20.3,80,95,60,153,1,77
Cœur de Bœuf,23.1,23.0,79,127,91,168,0,69
Marmande,19.6,20.6,86,117,84,150,0,57
Cœur de Bœuf,27.6,25.0,61,137,75,161,0,75
Cerise,26.5,20.4,66,123,88,134,1,80
Marmande,26.6,27.1,78,118,83,147,1,54
Marmande,22.1,21.1,61,137,76,167,0,60
Cerise,25.6,21.6,58,92,65,164,1,70
Marmande,19.4,26.7,75,105,73,167,0,57
Marmande,18.1,23.1,48,133,85,145,1,75
Cœur de Bœuf,18.2,19.2,58,124,87,164,0,95
Marmande,23.9,23.5,41,100,95,153,1,61
Noire de Crimée,22.6,19.8,67,132,90,165,0,92
Cerise,23.2,27.9,78,112,86,134,1,62
Cœur de Bœuf,18.1,24.3,61,119,61,138,0,59
Cœur de Bœuf,22.2,21.3,45,137,78,133,0,78
Noire de Crimée,25.2,24.1,86,94,87,162,0,57
Cerise,22.4,19.7,46,97,80,156,0,91
Cerise,25.3,26.2,45,132,74,151,0,87
Cœur de Bœuf,20.3,27.3,72,132,93,140,1,50
Marmande,26.1,26.9,53,139,99,134,0,58
Cœur de Bœuf,23.9,22.1,40,99,62,139,1,53
Cerise,20.1,21.9,64,117,60,132,1,82
Noire de Crimée,20.4,19.3,45,125,83,144,0,91
Cœur de Bœuf,24.3,24.9,67,99,86,166,0,70
Cerise,26.3,23.8,57,103,68,169,0,56
Cœur de Bœuf,22.2,23.1,66,127,83,146,0,81
Marmande,20.6,27.2,88,126,76,149,0,88
Cœur de Bœuf,26.7,20.5,41,136,87,133,1,77
Cœur de Bœuf,24.7,19.1,79,94,98,163,0,75
Cerise,22.5,19.7,60,95,63,163,0,86
Cerise,22.9,21.0,62,119,88,160,1,83
Cerise,20.0,19.3,41,108,87,163,0,58
Cœur de Bœuf,24.3,23.5,55,138,96,132,0,55
Marmande,21.6,21.8,43,103,88,157,1,71
Noire de Crimée,28.0,20.6,73,100,88,166,1,58
Noire de Crimée,22.8,25.8,44,135,64,158,1,96
Cerise,22.9,20.8,88,94,70,144,0,94
Cerise,23.7,25.2,73,134,61,165,0,64
Cœur de Bœuf,27.2,22.1,61,120,63,164,1,50
Noire de Crimée,26.0,23.6,85,133,69,139,0,81
Cerise,22.5,27.4,59,121,98,146,0,96
Marmande,25.2,19.3,78,113,67,159,1,67
Marmande,23.9,23.5,86,99,82,137,0,60
Cerise,22.9,26.7,89,102,86,152,1,84
Cerise,19.9,24.3,52,136,82,148,0,82
Noire de Crimée,22.6,21.5,83,102,93,166,0,53
Noire de Crimée,20.5,22.6,73,125,94,165,0,83
Cœur de Bœuf,27.1,25.1,83,111,76,133,1,97
Noire de Crimée,21.4,27.0,45,98,69,155,0,68
Marmande,27.5,19.4,68,108,61,169,1,97
Marmande,23.3,19.6,72,96,76,156,0,61
Cerise,24.3,21.9,40,104,90,142,0,89
Noire de Crimée,23.4,21.1,86,106,75,163,1,85
Cœur de Bœuf,19.3,21.4,87,135,83,162,1,97
Marmande,21.8,21.0,46,103,66,155,0,90
Marmande,19.0,20.8,61,130,78,149,0,71
Cœur de Bœuf,24.2,20.2,71,137,75,137,0,96
Cœur de Bœuf,22.5,27.4,53,91,92,145,0,61
Marmande,25.8,20.3,63,103,95,134,0,98
Marmande,20.2,20.8,58,93,69,163,0,77
Cœur de Bœuf,19.6,21.2,66,92,74,156,0,64
Marmande,22.1,27.4,62,92,62,165,0,53
Cerise,27.3,25.8,84,100,61,133,0,57
Cerise,25.1,26.1,60,94,94,136,0,80
Cœur de Bœuf,22.2,19.9,83,137,86,166,0,75
Noire de Crimée,23.2,26.5,68,118,64,165,0,52
Cœur de Bœuf,18.8,22.7,40,117,74,153,0,88
Cœur de Bœuf,27.8,21.4,70,112,95,144,1,56
Noire de Crimée,24.7,24.2,66,119,92,135,1,64
Noire de Crimée,20.9,26.4,83,112,60,155,0,69
Noire de Crimée,23.9,26.0,75,130,71,155,1,66
Cerise,19.1,27.0,66,111,68,154,0,81
Marmande,27.7,27.4,54,132,79,162,1,59
Cerise,19.7,21.1,64,101,89,132,1,65
Marmande,24.5,22.8,87,116,73,138,0,97
Cerise,20.5,19.1,54,129,82,166,0,75
Marmande,25.2,26.9,79,135,88,167,1,71
Cerise,25.8,20.4,58,138,94,159,0,64
Noire de Crimée,24.7,26.8,86,104,86,156,1,61
Cœur de Bœuf,24.1,22.0,89,136,86,142,0,88
Cerise,26.9,22.3,50,112,89,152,1,52
Marmande,18.8,19.4,80,133,62,132,0,73
Noire de Crimée,21.3,21.9,72,130,71,152,1,51
Cerise,20.5,27.0,80,133,90,164,1,53
Cerise,27.9,19.2,62,108,96,153,1,72
Noire de Crimée,21.9,22.7,51,133,86,166,0,72
Cerise,25.3,19.3,41,100,83,141,0,57
Cœur de Bœuf,24.8,22.3,82,127,99,149,0,91
Cerise,20.1,20.6,60,129,70,147,0,93
Cœur de Bœuf,20.4,21.3,53,132,86,136,1,61
Cœur de Bœuf,20.8,26.9,73,92,68,155,0,58
Noire de Crimée,22.1,22.9,54,105,75,141,0,60
Cerise,20.3,21.5,60,121,73,163,0,94
Noire de Crimée,18.2,24.3,62,127,89,161,0,80
Cerise,26.8,20.3,60,98,83,159,0,50
Cerise,27.7,21.3,89,130,72,131,0,84
Marmande,21.4,23.9,53,127,92,137,0,92
Cerise,21.4,21.1,60,94,68,162,0,64
Noire de Crimée,18.1,25.1,51,90,85,159,0,56
Cœur de Bœuf,24.8,23.4,81,124,72,157,0,77
Cerise,26.3,25.9,85,124,80,142,1,97
Marmande,19.5,27.5,86,101,88,153,0,55
Noire de Crimée,19.6,20.0,44,125,87,162,0,69
Cerise,25.9,22.0,41,110,83,134,0,73
Noire de Crimée,24.2,21.9,61,137,72,135,1,91
Marmande,18.4,20.4,45,132,79,133,0,85
Marmande,24.2,26.3,83,97,98,163,1,87
Noire de Crimée,21.1,25.8,41,116,66,158,0,61
Cerise,21.7,23.4,68,98,74,150,0,52
Cœur de Bœuf,25.7,23.8,75,117,84,155,0,77
Marmande,26.1,19.5,46,119,94,161,1,61
Cerise,22.0,24.0,55,103,72,151,0,65
Cerise,27.5,26.1,72,112,67,143,0,93
Cœur de Bœuf,22.1,24.2,72,118,80,163,0,64
Marmande,25.7,21.4,53,115,65,166,0,80
Marmande,22.8,25.0,82,111,69,130,1,70
Cerise,27.0,22.3,51,104,80,161,1,67
Cerise,27.1,23.9,82,98,73,161,0,97
Cœur de Bœuf,18.9,23.4,45,115,92,153,0,55
Cœur de Bœuf,27.4,22.4,51,106,84,150,0,66
Marmande,26.3,25.5,70,98,78,141,1,72
Noire de Crimée,25.9,27.0,51,92,68,149,0,84
Marmande,20.0,19.0,49,105,96,166,0,67
Cerise,26.1,27.4,79,102,95,149,0,60
Marmande,26.5,23.6,66,115,95,131,0,72
Noire de Crimée,20.9,25.3,46,106,74,143,0,66
Cœur de Bœuf,27.5,26.7,85,121,64,146,1,55
Noire de Crimée,18.5,23.2,75,113,76,153,1,73
Noire de Crimée,19.5,26.5,72,125,89,159,1,99
Noire de Crimée,23.4,20.6,66,111,66,144,0,86
Cœur de Bœuf,23.8,20.4,47,98,65,163,0,65
Noire de Crimée,24.5,24.9,44,111,74,137,0,78
Noire de Crimée,18.2,26.8,47,130,69,132,0,78
Noire de Crimée,27.6,27.0,79,139,65,140,0,91
Cerise,18.4,24.8,60,135,72,156,0,77
Noire de Crimée,19.4,23.7,63,109,73,138,0,65
Cœur de Bœuf,18.1,22.0,46,92,60,144,0,52
Noire de Crimée,23.7,27.8,58,125,92,161,0,91
Noire de Crimée,27.3,21.9,70,122,78,140,1,73
Cœur de Bœuf,24.7,25.7,75,107,68,132,0,67
Noire de Crimée,26.2,23.8,66,125,96,155,0,97
Cœur de Bœuf,18.1,24.5,68,99,71,136,0,66
Noire de Crimée,23.4,22.5,62,125,64,157,0,98
Cœur de Bœuf,22.6,27.7,59,110,65,168,1,59
Noire de Crimée,23.0,24.1,45,114,70,133,0,86
Noire de Crimée,18.7,27.4,51,138,97,159,0,74
Cerise,24.8,19.1,89,129,69,167,0,85
Cerise,23.0,24.2,51,98,74,143,0,96
Noire de Crimée,25.7,25.5,89,137,98,165,0,97
Noire de Crimée,22.9,25.7,42,116,87,160,0,72
Marmande,19.5,27.1,81,104,62,148,0,99
Cœur de Bœuf,24.5,19.0,78,121,75,141,1,68
Marmande,19.7,19.0,74,137,76,144,0,59
Cerise,26.7,23.3,58,133,95,138,0,60
Cerise,24.1,19.3,84,139,78,156,0,90
Cerise,19.6,27.8,43,128,63,149,0,54
Cerise,27.6,21.0,70,105,84,157,1,55
Noire de Crimée,23.2,23.3,81,117,86,154,0,52
Cerise,18.7,19.6,77,95,71,145,0,94
Noire de Crimée,24.3,23.7,72,95,86,147,0,87
Noire de Crimée,20.5,22.4,45,127,63,165,0,60
Cerise,26.0,19.4,47,136,83,133,0,97
