Soil_Type,PH_Level,Organic_Matter,Nitrogen_N,Phosphorus_P,Potassium_K,Moisture_Content,Compaction_Index,Conductivity,Soil_Quality_Score
Loamy,8.1,6.9,169,109,95,76,2,4.3,20
Clayey,4.7,1.1,109,113,240,26,3,4.4,0
Black,5.6,7.6,18,85,289,57,5,4.6,11
Sandy,8.3,5.4,58,49,142,53,1,2.7,17
Loamy,8.1,3.3,174,116,44,34,1,3.6,36
Clayey,6.3,2.7,40,64,125,81,2,0.7,25
Black,7.0,1.1,168,75,125,69,3,1.8,41
Sandy,5.6,2.6,68,17,122,38,5,4.4,0
Loamy,5.3,2.0,192,82,285,21,1,4.9,26
Clayey,6.4,5.3,156,129,33,18,2,0.6,43
Black,5.9,2.2,139,102,152,62,2,3.0,53
Sandy,6.8,4.7,54,95,41,70,3,3.7,7
Loamy,4.8,5.1,105,93,94,40,4,2.6,37
Clayey,8.4,3.1,52,103,263,57,2,1.2,25
Black,8.4,1.2,107,77,275,88,5,0.3,18
Sandy,7.3,1.3,10,74,165,56,5,4.8,0
Loamy,6.6,1.2,198,43,231,42,4,1.3,48
Clayey,5.7,6.2,140,31,268,76,5,1.6,25
Black,7.8,3.2,100,44,54,73,3,3.2,10
Sandy,7.2,6.6,53,127,272,26,2,2.2,24
Loamy,5.2,4.0,144,35,279,53,3,2.2,60
Clayey,8.1,4.2,42,135,200,14,4,0.5,7
Black,7.8,4.6,146,19,229,71,4,5.0,5
Sandy,8.3,6.0,39,74,129,72,3,1.5,2
Loamy,7.4,2.9,155,15,161,88,1,0.6,55
Clayey,7.0,1.9,65,34,183,48,4,3.4,5
Black,6.2,4.9,114,39,106,81,2,3.8,40
Sandy,8.2,3.3,40,116,159,51,4,0.2,5
Loamy,8.0,4.1,187,47,181,30,3,1.4,52
Clayey,4.7,5.5,98,97,45,56,3,1.1,23
Black,4.6,4.5,10,123,153,83,5,4.0,0
Sandy,6.0,5.3,119,7,134,37,1,1.0,53
Loamy,7.7,4.8,91,94,200,30,3,1.3,47
Clayey,8.4,6.2,28,82,166,37,5,4.9,0
Black,5.1,5.9,124,87,234,28,5,3.5,25
Sandy,6.9,4.7,135,89,96,72,2,2.0,28
Loamy,6.0,5.8,73,128,114,61,5,3.8,33
Clayey,8.4,7.1,62,81,237,47,1,2.4,33
Black,7.9,4.0,15,109,71,55,2,1.1,32
Sandy,7.9,3.9,26,57,293,33,3,2.5,9
Loamy,6.4,6.3,55,48,194,54,3,3.9,44
Clayey,6.2,5.1,127,50,52,86,5,1.0,28
Black,5.6,1.5,82,41,151,18,4,2.5,20
Sandy,4.7,7.2,110,42,294,18,1,0.7,30
Loamy,8.0,1.2,192,113,26,30,1,4.2,24
Clayey,7.8,6.2,100,113,246,33,5,4.1,0
Black,8.5,6.3,15,92,274,73,1,3.4,23
Sandy,8.5,7.7,118,15,255,49,2,4.6,9
Loamy,6.7,1.4,49,97,203,83,5,2.1,23
Clayey,7.6,5.2,100,68,218,61,4,0.7,25
Black,8.3,4.0,75,130,222,13,3,4.9,0
Sandy,7.9,3.3,146,116,155,12,1,2.6,15
Loamy,5.5,1.6,20,109,165,22,3,2.4,24
Clayey,6.3,4.9,157,66,226,30,4,0.4,50
Black,5.0,4.4,125,65,74,17,4,2.9,29
Sandy,8.3,1.7,52,94,269,82,2,3.3,0
Loamy,6.9,5.3,67,16,294,10,4,2.4,38
Clayey,5.4,6.2,163,141,224,23,4,4.6,4
Black,7.2,6.4,47,78,211,85,1,3.7,33
Sandy,7.0,7.3,103,111,21,45,3,0.3,33
Loamy,5.9,3.9,45,134,204,31,1,2.8,63
Clayey,5.0,7.7,192,140,181,45,1,5.0,22
Black,7.2,7.1,15,120,68,54,5,1.1,30
Sandy,6.6,3.1,140,47,109,25,5,3.1,0
Loamy,7.6,2.1,74,43,270,20,2,1.4,34
Clayey,6.6,4.0,133,35,41,76,2,1.9,30
Black,7.9,3.8,195,146,231,34,4,0.3,41
Sandy,6.7,5.0,126,68,253,76,2,3.5,20
Loamy,6.7,5.1,195,107,191,40,2,3.9,48
Clayey,8.0,6.2,27,101,110,74,4,3.9,0
Black,6.1,4.6,160,48,182,20,3,4.9,28
Sandy,5.0,1.7,105,101,25,89,4,4.2,0
Loamy,4.6,7.0,166,6,263,47,4,1.1,50
Clayey,7.5,3.2,160,40,178,11,3,1.2,26
Black,7.0,7.8,137,59,142,63,4,3.9,29
Sandy,7.3,1.8,45,118,207,16,5,3.9,0
Loamy,5.4,7.7,79,91,33,58,2,0.7,56
Clayey,5.0,1.6,104,73,89,49,4,0.1,22
Black,4.6,2.6,143,115,158,54,1,2.1,48
Sandy,5.9,1.3,171,84,98,63,2,3.5,21
Loamy,6.9,5.9,53,44,99,70,5,4.3,16
Clayey,6.1,7.0,53,28,165,13,5,0.9,23
Black,6.2,4.0,36,121,244,43,4,4.1,30
Sandy,8.1,7.5,109,108,246,17,3,3.5,5
Loamy,5.9,5.1,61,66,199,41,1,0.9,74
Clayey,6.6,5.4,179,11,43,27,4,4.4,0
Black,7.6,6.9,34,42,118,49,3,4.7,5
Sandy,6.1,3.1,83,123,289,84,5,1.4,18
Loamy,7.0,3.5,48,90,113,65,2,0.8,48
Clayey,7.9,7.3,176,90,299,46,5,4.8,0
Black,8.3,7.3,149,95,288,64,4,0.2,45
Sandy,5.1,7.8,148,125,166,45,3,4.7,10
Loamy,8.2,7.3,122,101,41,19,4,1.2,33
Clayey,6.5,1.9,12,107,21,79,5,2.2,3
Black,5.5,6.8,124,5,122,89,1,1.6,53
Sandy,6.3,3.9,31,49,55,72,5,0.9,8
Loamy,8.4,7.9,13,68,293,43,4,1.8,37
Clayey,6.5,4.3,145,139,70,81,3,2.7,31
Black,5.8,4.9,23,74,162,26,4,0.6,40
Sandy,7.0,4.7,23,79,36,70,2,4.1,5
Loamy,5.5,3.3,25,77,96,87,2,4.0,15
Clayey,4.8,1.5,169,77,297,27,3,4.0,0
Black,5.0,7.3,73,59,142,70,5,3.5,21
Sandy,5.0,6.6,25,50,193,45,4,2.3,17
Loamy,5.1,2.0,61,101,151,62,2,4.2,28
Clayey,5.1,6.4,28,141,282,42,1,4.3,20
Black,7.1,5.4,78,19,290,32,2,1.5,58
Sandy,5.2,3.9,149,148,227,73,5,2.5,11
Loamy,5.9,2.8,102,29,245,47,3,1.1,68
Clayey,8.1,7.0,14,103,208,78,1,1.4,22
Black,6.4,5.9,51,81,163,88,4,1.3,43
Sandy,7.2,4.8,26,11,270,39,4,4.2,1
Loamy,5.2,5.3,120,38,264,25,3,1.3,55
Clayey,5.3,1.6,81,62,37,63,1,2.8,23
Black,4.7,4.3,113,82,222,68,1,3.2,48
Sandy,5.2,2.4,103,27,223,15,1,3.7,15
Loamy,5.6,2.5,19,149,21,14,3,0.2,27
Clayey,5.2,5.6,25,145,73,10,3,2.4,12
Black,4.9,7.4,153,126,185,23,4,1.5,32
Sandy,5.0,3.8,51,31,162,40,2,4.2,7
Loamy,6.3,2.5,12,70,111,60,5,0.3,37
Clayey,5.3,5.5,160,105,27,88,4,1.1,23
Black,6.0,7.1,130,136,271,28,1,1.6,70
Sandy,6.5,6.2,165,98,119,41,2,0.5,48
Loamy,7.3,7.1,182,71,58,66,5,2.0,48
Clayey,4.7,4.8,33,146,155,40,1,3.7,14
Black,7.7,6.3,28,15,69,67,3,1.1,31
Sandy,7.0,2.0,84,44,102,35,2,3.8,5
Loamy,4.8,3.4,49,135,273,57,3,2.7,33
Clayey,8.0,3.7,55,5,215,50,5,1.8,12
Black,8.2,4.6,49,13,46,34,5,1.9,23
Sandy,4.7,7.5,71,116,96,56,1,0.7,26
Loamy,5.6,7.1,27,77,274,63,3,1.3,53
Clayey,7.7,1.9,149,128,40,66,4,3.7,0
Black,7.5,2.2,151,80,237,81,4,4.3,13
Sandy,5.2,3.5,91,133,64,70,3,1.4,23
Loamy,5.3,3.0,198,148,201,13,5,3.0,29
Clayey,6.0,5.3,117,98,163,40,2,0.3,57
Black,6.4,7.3,21,76,71,76,3,0.5,41
Sandy,7.0,7.7,113,50,270,50,1,4.8,22
Loamy,6.0,5.6,164,142,125,35,4,4.5,38
Clayey,6.4,6.9,143,106,218,77,1,0.5,55
Black,7.5,4.7,97,45,299,75,2,4.1,29
Sandy,4.6,2.5,124,26,167,28,4,0.6,4
Loamy,5.5,4.7,42,148,122,34,4,4.2,21
Clayey,7.4,4.9,127,87,21,56,4,4.6,7
Black,8.1,6.2,89,79,275,80,1,0.9,44
Sandy,6.5,2.5,187,18,79,17,5,0.8,15
Loamy,6.6,3.6,21,137,110,12,1,4.6,15
Clayey,4.9,3.5,104,15,120,42,5,1.6,13
Black,6.3,7.7,194,51,133,37,3,2.4,59
Sandy,6.6,4.1,62,14,281,31,4,1.6,27
Loamy,5.5,6.3,22,65,73,39,1,3.8,38
Clayey,5.6,6.3,131,115,207,56,2,1.1,50
Black,6.0,2.9,111,49,46,45,2,2.5,56
Sandy,4.6,5.0,140,51,259,68,5,4.3,0
Loamy,5.8,7.3,67,122,99,23,5,4.7,13
Clayey,5.3,4.3,13,145,209,82,4,1.8,17
Black,5.8,7.6,182,27,110,23,5,0.7,43
Sandy,5.0,2.5,75,40,54,88,2,4.1,0
Loamy,8.1,1.5,124,80,77,65,1,0.6,47
Clayey,6.9,7.2,45,113,208,33,1,3.9,26
Black,7.2,6.9,32,88,272,58,5,3.5,24
Sandy,7.7,7.9,28,84,55,52,5,2.9,0
Loamy,6.5,5.8,49,18,111,12,2,4.7,26
Clayey,4.8,7.6,81,70,75,32,3,1.7,22
Black,6.6,6.8,153,20,86,29,1,0.6,53
Sandy,6.8,6.9,67,47,188,24,5,4.9,0
Loamy,7.5,5.0,116,106,150,52,4,2.3,50
Clayey,6.2,3.7,27,117,185,89,5,2.2,14
Black,5.0,7.5,45,13,71,80,5,0.5,23
Sandy,5.6,4.0,161,86,171,42,1,3.7,27
Loamy,6.0,4.8,138,114,124,64,5,3.6,42
Clayey,7.1,4.1,10,102,111,50,4,0.8,19
Black,6.8,5.0,73,88,220,27,4,1.2,38
Sandy,5.9,4.3,71,47,238,12,4,0.2,28
Loamy,8.4,1.3,119,70,86,12,2,4.5,6
Clayey,6.9,7.2,173,136,188,25,4,1.3,27
Black,5.4,4.1,84,127,47,52,1,4.6,31
Sandy,4.9,5.1,155,113,51,32,3,2.9,14
Loamy,5.1,2.0,25,106,185,24,5,2.2,19
Clayey,5.5,1.0,26,139,155,82,5,0.1,0
Black,5.1,2.7,33,90,87,67,5,0.6,25
Sandy,5.2,5.9,107,88,173,49,4,0.9,32
Loamy,5.6,1.7,139,8,115,47,4,0.6,43
Clayey,5.2,7.4,147,128,216,15,4,1.4,30
Black,8.1,2.5,190,24,127,55,3,0.9,35
Sandy,4.8,2.4,188,39,65,15,3,3.4,0
Loamy,6.6,2.3,23,101,205,29,3,1.6,34
Clayey,6.1,1.1,121,18,102,28,3,3.6,10
Black,8.4,6.4,75,52,157,23,3,0.8,30
Sandy,4.9,7.1,91,33,256,74,5,1.1,5
Loamy,6.1,5.3,102,40,164,38,5,4.0,42
Clayey,8.4,2.3,190,46,297,40,3,3.2,14
Black,8.0,3.0,81,33,119,34,5,0.6,21
Sandy,7.8,4.3,110,139,33,80,3,4.8,0
Loamy,5.5,7.7,58,145,281,55,3,3.8,38
Clayey,5.2,2.7,99,145,66,61,3,2.8,18
Black,7.2,6.1,199,146,244,25,5,1.8,40
Sandy,8.2,4.1,46,138,163,20,2,0.6,12
Loamy,6.7,3.1,186,148,215,27,2,1.9,54
Clayey,6.8,4.2,170,45,276,65,2,1.7,50
Black,5.6,1.5,159,116,27,65,1,0.5,52
Sandy,7.6,6.6,79,89,297,66,2,3.9,9
Loamy,5.2,2.7,42,112,42,78,2,2.1,35
Clayey,5.8,6.1,37,148,103,75,2,4.5,7
Black,6.2,1.5,97,9,274,83,4,0.9,39
Sandy,6.5,7.7,13,14,43,25,3,1.7,20
Loamy,5.5,2.4,75,39,57,15,5,1.5,23
Clayey,5.0,7.2,86,35,240,61,4,4.3,11
Black,6.9,6.7,119,124,233,64,3,2.6,54
Sandy,5.7,7.8,58,83,104,85,2,0.8,19
Loamy,6.8,4.3,137,143,23,82,2,1.9,53
Clayey,5.1,6.1,148,13,214,58,4,4.7,13
Black,6.4,3.6,44,48,133,81,5,2.8,20
Sandy,6.6,2.3,176,120,234,65,4,0.3,26
Loamy,4.7,4.1,147,148,160,50,4,0.4,47
Clayey,5.8,2.2,83,124,186,80,3,1.3,27
Black,5.0,7.9,78,57,24,65,1,3.1,45
Sandy,4.8,1.7,160,69,146,72,5,1.3,0
Loamy,8.5,5.1,43,74,105,37,5,4.3,5
Clayey,5.8,5.4,133,50,105,84,4,3.2,21
Black,7.7,4.8,120,125,43,40,4,1.6,38
Sandy,5.5,5.6,41,125,64,64,2,2.0,28
Loamy,7.2,1.8,25,37,130,61,4,1.9,31
Clayey,7.5,4.9,77,85,204,83,3,1.6,28
Black,6.9,3.0,63,59,254,75,2,3.2,29
Sandy,6.4,7.6,133,102,176,55,1,1.1,57
Loamy,6.1,6.3,165,114,180,13,3,1.5,62
Clayey,5.9,7.8,121,129,219,31,5,0.5,45
Black,8.2,1.3,69,95,141,54,5,1.9,13
Sandy,7.8,3.0,87,42,243,37,3,0.4,18
Loamy,8.4,2.4,85,141,42,19,4,0.2,19
Clayey,5.0,1.1,69,41,216,75,4,3.3,0
Black,7.4,2.7,94,9,25,58,4,0.9,36
Sandy,8.3,5.8,121,86,108,89,5,0.3,3
Loamy,5.2,2.6,89,114,292,82,3,0.4,41
Clayey,4.8,4.6,127,144,284,60,4,1.1,30
Black,7.5,7.2,181,64,134,52,2,3.6,42
Sandy,6.8,5.9,11,10,143,15,5,0.2,0
Loamy,7.9,3.8,32,31,279,34,3,3.7,23
Clayey,5.1,3.6,55,59,188,13,3,3.0,8
Black,7.7,4.2,82,147,55,85,3,2.6,21
Sandy,5.3,2.2,63,68,248,33,3,4.6,0
Loamy,5.2,5.4,80,21,153,65,1,4.2,43
Clayey,5.2,3.5,134,7,263,64,2,2.2,43
Black,7.8,7.0,90,14,84,63,1,0.1,47
Sandy,7.2,6.3,18,67,256,12,4,3.6,0
Loamy,6.6,5.3,79,93,22,85,1,0.3,51
Clayey,5.9,3.5,181,89,56,56,1,1.5,53
Black,8.0,2.5,93,108,128,39,5,2.5,15
Sandy,6.1,6.4,83,141,269,85,3,0.6,34
Loamy,7.8,4.4,82,36,22,50,1,3.4,38
Clayey,6.3,2.6,21,7,254,64,3,1.7,35
Black,6.0,2.4,41,113,270,68,2,1.9,57
Sandy,6.4,2.2,171,144,162,49,1,3.3,35
Loamy,5.7,6.4,92,97,267,54,5,2.1,49
Clayey,7.5,2.6,42,107,75,31,5,1.2,10
Black,6.5,4.7,73,101,80,24,4,1.0,41
Sandy,5.4,4.2,57,72,87,26,1,3.6,8
Loamy,8.1,5.1,25,149,98,68,2,3.8,23
Clayey,6.0,7.1,187,136,215,34,3,1.1,55
Black,6.7,7.1,123,97,214,52,1,1.7,70
Sandy,8.1,4.2,160,21,42,73,4,4.8,0
Loamy,7.0,1.1,35,26,33,60,5,4.9,0
Clayey,5.0,4.0,63,15,28,70,1,3.0,27
Black,8.3,5.2,181,33,159,54,4,3.8,24
Sandy,7.0,4.9,46,24,261,12,2,3.8,7
Loamy,5.8,5.6,18,9,272,45,3,2.0,62
Clayey,5.1,2.1,22,38,246,88,2,0.3,19
Black,7.7,5.5,69,144,114,73,2,3.7,13
Sandy,7.0,2.3,115,32,198,37,3,0.8,28
Loamy,6.6,6.3,135,102,22,54,1,1.5,68
Clayey,8.1,3.4,89,10,203,30,3,1.6,24
Black,7.7,6.0,137,23,65,36,4,1.8,38
Sandy,5.1,1.3,139,16,160,85,2,2.4,16
Loamy,5.7,3.9,69,29,32,44,3,2.6,40
Clayey,5.5,5.9,194,17,205,57,5,2.5,30
Black,7.5,2.6,124,80,104,32,3,0.9,45
Sandy,4.6,6.6,52,7,62,73,3,3.3,0
Loamy,6.8,5.4,156,28,175,22,4,4.0,27
Clayey,7.5,5.1,133,12,203,39,2,2.4,46
Black,8.0,3.5,148,116,66,83,4,4.2,1
Sandy,5.9,4.4,56,124,225,29,4,2.3,23
Loamy,7.8,5.2,72,127,229,15,5,2.9,19
Clayey,4.9,4.3,144,94,294,28,4,0.4,20
Black,7.9,5.9,103,49,102,76,4,0.8,28
Sandy,5.0,4.0,132,5,116,83,5,3.9,0
Loamy,6.1,2.4,40,7,198,19,1,1.3,53
Clayey,7.7,2.5,64,69,167,65,4,0.6,11
Black,5.1,1.0,162,19,91,30,3,2.9,32
Sandy,5.4,3.1,39,54,236,65,4,0.6,18
Loamy,7.4,6.2,45,135,228,66,2,3.5,45
Clayey,7.4,6.6,59,147,143,11,3,3.5,4
Black,7.1,2.4,151,128,175,48,3,2.3,46
Sandy,7.3,7.7,38,41,52,70,1,3.5,17
Loamy,6.7,4.5,164,110,288,54,2,4.0,50
Clayey,5.5,7.4,126,107,235,37,2,1.1,50
Black,5.9,5.9,187,125,120,27,2,3.3,45
Sandy,5.2,6.1,45,103,199,23,4,3.5,0
Loamy,8.1,1.6,171,21,146,64,4,1.1,32
Clayey,6.8,2.5,30,52,188,68,3,3.7,5
Black,6.1,1.1,47,30,154,28,1,3.6,29
Sandy,6.3,6.0,84,26,112,50,4,0.9,32
Loamy,8.3,3.4,187,129,240,21,4,1.7,35
Clayey,5.1,6.5,135,68,174,29,1,4.7,15
Black,6.8,3.4,46,86,299,43,2,0.4,50
Sandy,6.5,6.7,129,72,218,45,3,1.2,50
Loamy,6.9,1.9,156,149,260,30,4,2.9,41
Clayey,4.6,2.2,127,143,117,65,1,4.8,1
Black,8.0,3.4,10,9,269,50,1,1.4,41
Sandy,8.2,3.9,177,125,124,50,2,4.1,3
Loamy,6.8,3.4,64,61,280,52,5,1.9,42
Clayey,7.3,6.3,163,78,148,81,5,1.8,18
Black,8.2,1.7,180,89,278,47,5,5.0,0
Sandy,7.3,3.5,68,124,159,27,5,4.1,0
Loamy,5.1,6.9,60,18,34,17,4,1.3,34
Clayey,6.8,1.5,116,76,203,75,1,1.0,34
Black,6.9,7.6,152,133,35,29,3,0.5,43
Sandy,6.2,7.9,17,148,240,78,4,2.5,17
Loamy,7.4,1.6,103,30,82,66,5,1.7,37
Clayey,8.2,3.0,151,53,260,27,3,2.0,19
Black,8.2,3.6,106,107,298,69,3,2.2,43
Sandy,6.3,6.4,16,70,276,11,5,5.0,0
Loamy,5.0,5.2,27,57,204,51,3,0.1,53
Clayey,8.4,5.5,21,13,95,73,4,2.2,0
Black,7.9,6.3,11,73,46,53,2,0.4,35
Sandy,5.0,1.8,187,44,44,60,4,3.4,4
Loamy,8.2,6.8,102,137,81,74,4,0.3,33
Clayey,8.0,5.9,158,60,165,74,2,3.9,8
Black,6.6,5.0,16,115,252,63,5,4.4,12
Sandy,6.9,7.2,21,9,103,48,5,4.9,0
Loamy,6.1,5.9,93,73,194,17,2,0.7,62
Clayey,4.7,2.4,66,56,189,76,4,4.9,0
Black,5.8,4.0,87,77,23,85,1,2.1,53
Sandy,7.7,4.5,83,102,69,58,3,3.2,4
Loamy,4.5,1.4,32,19,289,45,3,0.1,33
Clayey,5.8,7.7,39,69,27,16,3,1.9,27
Black,6.1,1.9,120,75,88,24,1,1.8,53
Sandy,6.6,5.9,67,115,158,34,4,2.6,18
Loamy,8.2,4.5,104,10,267,66,5,0.7,45
Clayey,5.9,1.2,61,144,48,47,2,3.5,18
Black,5.9,7.5,65,81,202,46,3,3.0,52
Sandy,7.5,7.0,19,119,232,25,1,1.1,27
Loamy,6.3,4.7,156,117,38,10,2,4.9,34
Clayey,5.4,2.6,156,81,245,56,4,0.1,32
Black,6.3,1.9,117,134,249,61,1,1.7,70
Sandy,5.1,3.5,96,99,115,46,1,1.4,33
Loamy,5.2,2.8,196,65,134,54,2,2.8,48
Clayey,6.5,4.5,181,143,199,23,2,4.5,22
Black,6.2,7.8,196,105,97,66,3,3.3,50
Sandy,8.2,5.0,93,38,295,43,4,0.3,20
Loamy,5.9,7.2,13,99,201,75,2,4.3,34
Clayey,6.8,5.6,106,107,114,40,3,1.4,38
Black,7.0,4.3,121,12,105,53,3,0.6,53
Sandy,4.6,7.0,150,140,114,32,2,2.2,26
Loamy,7.2,4.3,76,102,164,75,1,4.5,30
Clayey,5.2,7.1,149,147,267,20,1,0.3,45
Black,8.3,3.0,102,9,200,58,1,3.2,39
Sandy,5.1,1.9,192,141,38,87,3,1.7,13
Loamy,6.2,7.0,198,105,157,67,1,3.2,70
Clayey,4.8,5.1,104,50,63,38,4,1.4,23
Black,8.5,7.2,50,108,245,60,1,4.8,22
Sandy,6.5,7.6,173,84,56,10,1,0.7,43
Loamy,6.9,1.4,11,122,239,14,3,0.9,31
Clayey,4.8,4.5,31,9,147,43,5,0.3,7
Black,7.5,3.6,159,59,162,87,4,4.0,17
Sandy,5.3,5.4,50,23,202,28,3,0.6,20
Loamy,8.1,6.6,104,149,62,49,4,1.5,43
Clayey,5.3,3.0,125,92,229,75,4,1.1,24
Black,5.3,4.9,129,121,67,73,1,1.8,53
Sandy,4.6,6.0,23,43,239,81,4,3.9,0
Loamy,6.4,1.9,102,129,215,26,1,4.8,37
Clayey,6.8,6.7,44,31,191,47,4,4.4,2
Black,4.8,5.2,187,80,256,52,5,4.2,18
Sandy,7.6,7.6,18,131,194,49,4,2.1,7
Loamy,6.3,3.4,127,126,51,54,2,4.0,48
Clayey,6.6,1.8,105,91,243,49,1,3.9,26
Black,6.3,4.5,68,72,73,80,5,1.3,35
Sandy,6.1,1.6,65,15,205,39,1,1.4,41
Loamy,6.7,7.8,19,86,253,44,5,2.5,37
Clayey,5.1,1.3,34,68,250,75,1,4.8,0
Black,5.2,6.3,182,123,129,53,2,0.6,58
Sandy,7.9,4.7,20,89,119,13,2,4.9,0
Loamy,8.3,3.6,110,61,219,73,5,0.9,30
Clayey,6.0,1.5,18,41,230,14,3,2.5,16
Black,5.6,5.4,144,125,240,57,1,1.6,70
Sandy,7.1,5.1,80,34,169,75,3,2.2,18
Loamy,6.1,3.0,171,149,182,36,4,4.8,33
Clayey,4.6,7.4,92,148,162,33,2,3.2,20
Black,5.1,3.1,29,147,277,65,1,1.6,52
Sandy,7.4,4.1,123,145,264,54,2,3.2,33
Loamy,7.1,4.8,98,7,169,77,4,2.3,39
Clayey,4.6,1.7,14,28,131,37,5,4.7,0
Black,5.4,7.5,121,63,118,14,1,1.8,53
Sandy,5.4,3.6,64,59,122,56,1,3.0,20
Loamy,7.2,1.6,98,69,230,14,1,4.3,26
Clayey,4.6,3.7,24,64,31,14,5,4.8,0
Black,4.9,5.2,185,70,245,57,2,4.0,35
Sandy,7.7,4.6,13,63,167,82,5,4.7,0
Loamy,5.2,5.9,87,57,198,56,2,2.4,57
Clayey,7.1,1.4,129,68,26,71,1,3.8,9
Black,5.5,3.0,122,125,171,36,5,0.6,41
Sandy,4.9,6.7,30,123,89,13,4,3.0,0
Loamy,5.5,1.6,146,34,72,58,5,0.2,37
Clayey,7.4,7.0,75,22,181,74,2,1.4,30
Black,7.9,1.6,116,9,112,89,1,3.4,18
Sandy,7.8,6.8,172,73,170,70,2,0.9,32
Loamy,6.1,3.5,121,140,77,29,3,1.1,53
Clayey,7.2,5.3,126,141,215,17,1,0.4,45
Black,5.3,2.1,188,124,227,22,4,3.8,18
Sandy,5.7,1.5,137,146,81,82,4,2.3,4
Loamy,8.1,2.5,111,145,214,46,3,4.5,22
Clayey,4.6,1.9,87,22,74,52,2,1.9,17
Black,4.8,3.2,46,72,68,65,4,2.2,20
Sandy,5.3,4.6,15,118,125,59,2,2.5,20
Loamy,4.6,5.1,91,26,97,29,1,4.3,20
Clayey,5.2,6.5,95,24,76,57,5,1.5,23
Black,6.8,5.6,91,147,188,28,1,0.4,52
Sandy,6.2,5.3,60,11,226,78,2,3.2,24
Loamy,8.1,3.9,75,102,279,26,3,4.1,13
Clayey,7.8,4.3,105,109,295,37,1,2.8,37
Black,5.9,3.9,154,34,182,45,4,1.7,58
Sandy,5.5,6.9,74,9,263,47,1,3.2,31
Loamy,6.0,2.6,18,133,269,79,1,5.0,24
Clayey,6.9,1.0,150,24,58,35,1,2.9,27
Black,5.6,5.6,110,87,140,88,3,1.6,43
Sandy,7.0,2.4,195,68,105,10,2,1.3,20
Loamy,6.1,7.2,167,122,118,11,3,5.0,28
Clayey,6.7,7.0,40,33,265,45,4,4.3,6
Black,6.2,1.5,160,106,227,65,2,1.5,64
Sandy,5.7,1.7,72,142,132,44,4,1.4,11
Loamy,8.3,4.5,165,35,102,36,2,4.0,33
Clayey,7.6,5.3,68,79,84,76,2,5.0,0
Black,5.1,2.9,19,34,20,65,1,2.4,39
Sandy,8.0,6.0,98,84,193,55,1,1.2,32
Loamy,6.4,5.2,133,62,269,29,3,1.2,65
Clayey,8.1,3.3,109,61,245,17,2,4.0,4
Black,7.7,1.2,99,91,103,81,4,3.1,0
Sandy,6.2,6.3,35,127,258,35,1,3.2,37
Loamy,4.6,2.5,86,101,47,83,4,1.1,19
Clayey,5.6,6.8,26,119,202,71,1,0.7,33
Black,6.7,3.9,177,41,154,42,2,0.2,58
Sandy,7.0,5.0,77,62,76,70,4,4.6,0
Loamy,5.5,7.1,32,32,134,29,3,1.8,37
Clayey,5.1,7.0,172,41,205,77,3,3.8,17
Black,7.8,3.6,18,10,20,38,3,4.4,1
Sandy,8.4,2.5,54,66,48,55,1,3.0,6
Loamy,6.6,6.4,174,37,251,46,1,2.2,73
Clayey,5.2,4.0,156,93,169,62,3,0.3,39
Black,5.6,2.3,84,82,209,14,4,1.8,30
Sandy,4.6,7.3,36,44,289,75,1,1.7,19
Loamy,8.2,2.4,150,123,267,24,3,2.9,28
Clayey,5.0,1.2,194,46,214,55,1,3.8,25
Black,6.8,1.1,197,141,274,66,5,3.6,22
Sandy,5.6,5.4,149,22,98,17,4,4.4,0
Loamy,6.7,5.6,18,19,117,46,2,0.3,50
Clayey,7.1,3.2,101,136,169,66,4,3.1,20
Black,7.8,3.2,86,38,293,23,2,1.0,33
Sandy,5.3,3.4,93,66,142,14,3,4.9,0
Loamy,4.5,5.8,86,42,117,82,1,2.1,41
Clayey,5.0,1.4,164,75,183,52,3,3.2,19
Black,8.1,7.5,38,27,65,58,2,1.8,37
Sandy,8.0,2.6,159,130,258,53,5,1.2,12
Loamy,6.9,8.0,82,24,249,65,2,3.5,49
Clayey,6.9,2.2,97,57,263,57,1,4.7,14
Black,7.2,6.4,115,134,37,39,5,0.4,43
Sandy,5.2,2.6,156,25,190,42,1,4.1,18
Loamy,8.2,1.6,47,80,176,46,5,1.8,21
Clayey,6.2,7.1,104,46,223,59,1,0.7,65
Black,6.0,7.0,48,61,165,16,2,3.6,36
Sandy,6.6,3.8,152,126,162,76,2,0.5,28
Loamy,4.7,5.9,63,95,206,52,2,3.7,35
Clayey,5.2,4.9,169,116,141,49,2,2.2,41
Black,7.5,7.0,119,14,119,41,5,0.9,43
Sandy,4.8,3.2,121,76,34,64,4,0.9,12
Loamy,6.9,4.7,183,65,62,86,4,3.8,25
Clayey,5.5,4.4,198,25,206,85,3,4.2,13
Black,6.1,3.5,61,125,27,18,4,3.5,20
Sandy,5.7,7.2,171,90,131,18,3,3.6,7
Loamy,5.9,2.2,44,145,52,73,2,4.3,21
Clayey,7.4,2.0,46,52,109,54,1,2.2,27
Black,5.7,5.0,87,13,168,70,4,0.9,46
Sandy,6.8,5.6,70,117,231,79,4,1.9,17
Loamy,6.4,2.4,120,124,135,47,2,4.9,36
Clayey,7.2,3.7,123,44,192,84,2,2.3,30
Black,8.2,7.6,186,80,39,55,4,4.6,12
Sandy,7.4,2.7,18,68,151,79,2,3.5,0
